编码,所在区,性别,年龄,文化程度,从业状况,婚姻,常住人口,户口状况,家庭收入,现住面积,人均面积,房屋产权,住房满意,未来三年,计划面积,计划户型,购买类型,地理位置,购房价位,是否贷款,mj
10708,A,女,35,高中（中专）,国营企业,已婚,3,本市户口,10000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21155,B,男,36,初中及以下,国营企业,已婚,3,本市户口,10000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21156,B,男,34,初中及以下,国营企业,已婚,3,本市户口,10000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21317,B,男,49,初中及以下,国营企业,已婚,2,本市户口,10000,40,20,部分产权,满意,不买, , , , , , ,10~20平米
21408,B,男,38,大学（专、本科）,国营企业,已婚,3,本市户口,10000,60,20,部分产权,不满意,不买, , , , , , ,10~20平米
21628,B,男,52,高中（中专）,国营企业,已婚,3,本市户口,10000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
32170,C,男,46,高中（中专）,国营企业,已婚,4,本市户口,10000,80,20,经济适用房,不满意,购买,100,三室一厅,二手房,京广铁路以东A大道以南,10,自筹,10~20平米
32225,C,女,44,大学（专、本科）,国营企业,已婚,2,本市户口,10000,40,20,部分产权,满意,不买, , , , , , ,10~20平米
42849,D,女,32,大学（专、本科）,国营企业,已婚,3,本市户口,10000,60,20,多层商品房,满意,购买,100,两室两厅,多层商品房,京广铁路以东A大道以南,20,自筹,10~20平米
42924,D,女,50,初中及以下,国营企业,已婚,3,本市户口,10000,60,20,多层商品房,满意,购买,70,两室一厅,二手房,京广铁路以东A大道以南,10,自筹,10~20平米
21409,B,男,36,初中及以下,国营企业,已婚,3,本市户口,11000,60,20,无产权,满意,不买, , , , , , ,10~20平米
32500,C,男,46,初中及以下,国营企业,已婚,3,本市户口,11000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10501,A,男,44,高中（中专）,国营企业,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21222,B,男,46,大学（专、本科）,国营企业,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21476,B,男,36,初中及以下,国营企业,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21680,B,女,32,初中及以下,国营企业,已婚,4,本市户口,12000,80,20,无产权,不满意,不买, , , , , , ,10~20平米
42501,D,男,40,初中及以下,国营企业,已婚,3,本市户口,12000,60,20,其它,满意,购买,100,三室一厅,多层商品房,环城快速路北侧,10,自筹,10~20平米
10063,A,女,33,大学（专、本科）,国营企业,已婚,3,本市户口,15000,60,20,二手房,不满意,不买, , , , , , ,10~20平米
10208,A,男,25,大学（专、本科）,国营企业,否,1,本市户口,15000,20,20,无产权,不满意,不买, , , , , , ,10~20平米
10253,A,女,38,高中（中专）,国营企业,已婚,3,本市户口,15000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10495,A,男,30,大学（专、本科）,国营企业,已婚,3,本市户口,15000,60,20,部分产权,不满意,不买, , , , , , ,10~20平米
10521,A,女,46,大学（专、本科）,国营企业,已婚,3,本市户口,15000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21668,B,男,30,高中（中专）,国营企业,已婚,4,本市户口,15000,80,20,无产权,不满意,购买,110,三室一厅,多层商品房,京广铁路以西B路以北,10,申请贷款,10~20平米
32178,C,男,26,大学（专、本科）,国营企业,已婚,3,本市户口,15000,60,20,经济适用房,满意,不买, , , , , , ,10~20平米
10591,A,男,48,高中（中专）,国营企业,已婚,3,本市户口,18000,60,20,无产权,满意,购买,60,两室一厅,多层商品房,京广铁路以东A大道以北,3,自筹,10~20平米
10785,A,男,31,大学（专、本科）,国营企业,已婚,5,本市户口,18000,100,20,多层商品房,满意,不买, , , , , , ,10~20平米
21664,B,男,36,大学（专、本科）,国营企业,已婚,5,本市户口,18000,100,20,部分产权,满意,不买, , , , , , ,10~20平米
10709,A,女,46,高中（中专）,国营企业,已婚,3,本市户口,20000,60,20,多层商品房,不满意,购买,130,三室两厅,多层商品房,环城快速路南侧,20,申请贷款,10~20平米
21134,B,女,33,大学（专、本科）,国营企业,已婚,3,本市户口,20000,60,20,多层商品房,不满意,购买,100,三室一厅,多层商品房,其它,10,自筹,10~20平米
21448,B,男,49,初中及以下,国营企业,已婚,3,本市户口,20000,60,20,部分产权,不满意,不买, , , , , , ,10~20平米
21573,B,男,31,大学（专、本科）,国营企业,已婚,2,本市户口,20000,40,20,无产权,不满意,购买,100,三室一厅,多层商品房,甲新区,10,申请贷款,10~20平米
32140,C,男,30,大学（专、本科）,国营企业,已婚,3,本市户口,20000,60,20,无产权,不满意,购买,100,两室两厅,多层商品房,甲新区,10,申请贷款,10~20平米
32285,C,男,31,高中（中专）,国营企业,否,2,本市户口,20000,40,20,部分产权,不满意,购买,100,三室两厅,多层商品房,京广铁路以东A大道以南,30,申请贷款,10~20平米
42522,D,女,43,高中（中专）,国营企业,已婚,3,本市户口,20000,60,20,部分产权,满意, ,60,两室两厅,多层商品房,京广铁路以东A大道以南,15,自筹,10~20平米
42810,D,男,48,初中及以下,国营企业,已婚,3,本市户口,20000,60,20,其它,不满意,购买,80,两室两厅,多层商品房,京广铁路以东A大道以北,10,自筹,10~20平米
21108,B,男,45,初中及以下,国营企业,否,3,本市户口,23000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10573,A,女,44,高中（中专）,国营企业,已婚,4,本市户口,24000,80,20,无产权,不满意,不买, , , , , , ,10~20平米
10642,A,男,52,初中及以下,国营企业,已婚,3,本市户口,24000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
10740,A,男,20,高中（中专）,国营企业,否,3,本市户口,24000,60,20,部分产权,不满意,购买,100,两室一厅,多层商品房,京广铁路以东A大道以南,15,申请贷款,10~20平米
21523,B,男,30,高中（中专）,国营企业,已婚,5,本市户口,24000,100,20,多层商品房,满意,不买, , , , , , ,10~20平米
21748,B,男,53,高中（中专）,国营企业,已婚,3,本市户口,24000,60,20,部分产权,满意,不买, , , , , , ,10~20平米
32039,C,男,54,高中（中专）,国营企业,已婚,2,本市户口,24000,40,20,部分产权,不满意,不买, , , , , , ,10~20平米
32485,C,男,54,大学（专、本科）,国营企业,已婚,2,本市户口,24000,40,20,多层商品房,满意,不买, , , , , , ,10~20平米
42750,D,男,30,高中（中专）,国营企业,否,4,本市户口,24000,80,20,部分产权,满意,不买, , , , , , ,10~20平米
10332,A,男,26,大学（专、本科）,国营企业,已婚,3,本市户口,25000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
10483,A,男,47,高中（中专）,国营企业,已婚,3,本市户口,25000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21124,B,男,26,高中（中专）,国营企业,已婚,4,本市户口,25000,80,20,多层商品房,满意,不买, , , , , , ,10~20平米
10625,A,男,50,初中及以下,国营企业,已婚,4,本市户口,27600,80,20,多层商品房,不满意,购买,100,三室两厅,多层商品房,环城快速路东侧,10,自筹,10~20平米
10071,A,男,35,高中（中专）,国营企业,已婚,3,本市户口,30000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21531,B,男,53,高中（中专）,国营企业,已婚,4,本市户口,30000,80,20,多层商品房,满意,不买, , , , , , ,10~20平米
32381,C,男,55,大学（专、本科）,国营企业,已婚,4,本市户口,30000,80,20,部分产权,不满意,不买, , , , , , ,10~20平米
10334,A,男,30,大学（专、本科）,国营企业,已婚,3,本市户口,40000,60,20,多层商品房,不满意,购买,100,三室两厅,多层商品房,京广铁路以东A大道以南,20,申请贷款,10~20平米
52970,E,女,49,高中（中专）,国营企业,已婚,3,本市户口,48000,60,20,多层商品房,不满意,购买,120,三室两厅,别墅,环城快速路北侧,25,自筹,10~20平米
21458,B,男,39,大学（专、本科）,国营企业,已婚,5,本市户口,50000,100,20,多层商品房,满意,购买,150,四室二厅双卫,多层商品房,甲新区,20,申请贷款,10~20平米
42623,D,男,35,初中及以下,私营企业,已婚,4,本市户口,5400,80,20,多层商品房,满意,不买, , , , , , ,10~20平米
10512,A,女,50,大学（专、本科）,私营企业,已婚,3,本市户口,8000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21182,B,男,24,大学（专、本科）,私营企业,已婚,2,本市户口,10000,40,20,无产权,不满意,不买, , , , , , ,10~20平米
21714,B,男,30,大学（专、本科）,私营企业,已婚,3,本市户口,10000,60,20,多层商品房,不满意,购买,100,三室一厅,多层商品房,环城快速路北侧,15,申请贷款,10~20平米
31952,C,男,27,高中（中专）,私营企业,已婚,3,本市户口,10000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
32269,C,男,40,高中（中专）,私营企业,已婚,3,本市户口,10000,60,20,多层商品房,满意,购买,140,三室一厅,高层商品房,京广铁路以东A大道以北,20,申请贷款,10~20平米
32345,C,男,34,高中（中专）,私营企业,已婚,3,本市户口,10000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
10965,A,男,24,初中及以下,私营企业,否,1,本市户口,13000,20,20,无产权,不满意,购买,75,三室一厅,多层商品房,京广铁路以东A大道以北,15,申请贷款,10~20平米
10948,A,男,37,高中（中专）,私营企业,已婚,3,本市户口,15000,60,20,多层商品房,满意,购买,120,三室一厅,多层商品房,甲新区,15,自筹,10~20平米
32069,C,女,27,大学（专、本科）,私营企业,已婚,3,本市户口,18000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10508,A,男,42,大学（专、本科）,私营企业,已婚,3,本市户口,20000,60,20,多层商品房,满意,购买,120,三室两厅,多层商品房,京广铁路以东A大道以北,20,自筹,10~20平米
10912,A,女,28,高中（中专）,私营企业,已婚,3,本市户口,20000,60,20,无产权,不满意,购买,100,三室一厅,二手房,京广铁路以东A大道以北,9,自筹,10~20平米
11018,A,女,45,初中及以下,私营企业,已婚,3,本市户口,20000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
42573,D,女,24,初中及以下,私营企业,已婚,1,本市户口,20000,20,20,无产权,满意,不买, , , , , , ,10~20平米
42790,D,女,48,初中及以下,私营企业,已婚,4,本市户口,20000,80,20,多层商品房,满意, ,120,四室两厅单卫,高层商品房,甲新区,40,自筹,10~20平米
11048,A,男,47,高中（中专）,私营企业,已婚,4,本市户口,22000,80,20,多层商品房,不满意,不买, , , , , , ,10~20平米
11010,A,女,54,高中（中专）,私营企业,已婚,4,本市户口,32000,80,20,多层商品房,满意,不买, , , , , , ,10~20平米
10857,A,男,33,大学（专、本科）,私营企业,已婚,3,本市户口,80000,60,20,多层商品房,不满意,购买,150,三室两厅,多层商品房,乙新区,20,申请贷款,10~20平米
10216,A,男,24,大学（专、本科）,大专院校科研单位,否,1,本市户口,8000,20,20,无产权,不满意,购买,100,两室一厅,高层商品房,环城快速路西侧,10,申请贷款,10~20平米
32455,C,男,39,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,10000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
32249,C,男,27,研究生及以上,大专院校科研单位,已婚,2,本市户口,15000,40,20,无产权,不满意,购买,100,四室三厅单卫,多层商品房,环城快速路南侧,20,申请贷款,10~20平米
21665,B,男,27,大学（专、本科）,大专院校科研单位,已婚,4,本市户口,20000,80,20,部分产权,满意,不买, , , , , , ,10~20平米
32133,C,女,30,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,20000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
42743,D,男,41,初中及以下,失业,已婚,2,本市户口,2000,40,20,经济适用房,不满意,不买, , , , , , ,10~20平米
31970,C,女,49,高中（中专）,失业,否,1,本市户口,2160,20,20,无产权,不满意,不买, , , , , , ,10~20平米
10425,A,男,49,初中及以下,失业,已婚,2,本市户口,2400,40,20,无产权,不满意,不买, , , , , , ,10~20平米
31843,C,男,34,初中及以下,失业,已婚,5,本市户口,4000,100,20,其它,满意,不买, , , , , , ,10~20平米
10597,A,男,50,初中及以下,失业,已婚,3,本市户口,4800,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21709,B,女,27,高中（中专）,失业,已婚,2,本市户口,5500,40,20,多层商品房,不满意,不买, , , , , , ,10~20平米
31968,C,女,50,初中及以下,失业,已婚,3,本市户口,6000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21758,B,女,35,初中及以下,失业,已婚,3,本市户口,7200,60,20,部分产权,满意,不买, , , , , , ,10~20平米
21791,B,女,31,高中（中专）,失业,已婚,3,本市户口,8000,60,20,其它,不满意,不买, , , , , , ,10~20平米
10103,A,女,40,高中（中专）,失业,已婚,3,本市户口,10000,60,20,经济适用房,不满意,不买, , , , , , ,10~20平米
10263,A,女,47,高中（中专）,失业,已婚,3,本市户口,10000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
21368,B,男,35,初中及以下,失业,已婚,2,本市户口,10000,40,20,多层商品房,满意,不买, , , , , , ,10~20平米
32165,C,女,40,初中及以下,失业,已婚,3,本市户口,10000,60,20,经济适用房,不满意,不买, , , , , , ,10~20平米
42642,D,女,30,高中（中专）,失业,已婚,3,本市户口,10000,60,20,经济适用房,满意,不买, , , , , , ,10~20平米
10583,A,女,25,高中（中专）,失业,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10680,A,女,49,初中及以下,失业,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
21502,B,男,45,初中及以下,失业,否,3,本市户口,12000,60,20,二手房,满意,不买, , , , , , ,10~20平米
31912,C,女,26,高中（中专）,失业,否,5,本市户口,18000,100,20,其它,不满意,购买,100,三室一厅,高层商品房,京广铁路以东A大道以南,35,申请贷款,10~20平米
11014,A,男,49,初中及以下,失业,已婚,4,本市户口,21000,80,20,多层商品房,不满意,不买, , , , , , ,10~20平米
32440,C,女,45,高中（中专）,失业,已婚,4,本市户口,30000,80,20,多层商品房,不满意,不买, , , , , , ,10~20平米
31941,C,女,32,高中（中专）,其它,否,2,本市户口,5000,40,20,二手房,不满意,购买,100,两室两厅,高层商品房,京广铁路以西B路以南,32,申请贷款,10~20平米
21568,B,男,35,初中及以下,其它,已婚,3,本市户口,7000,60,20,无产权,满意,购买,70,两室一厅,多层商品房,京广铁路以东A大道以南,5,自筹,10~20平米
31911,C,女,28,初中及以下,其它,已婚,3,本市户口,10000,60,20,其它,满意,购买,100,三室两厅,二手房,京广铁路以东A大道以南,15,自筹,10~20平米
42557,D,男,54,高中（中专）,其它,已婚,3,本市户口,10000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
42855,D,男,35,高中（中专）,其它,已婚,2,本市户口,10000,40,20,经济适用房,不满意,购买,80,两室两厅,多层商品房,京广铁路以东A大道以南,15,自筹,10~20平米
42587,D,女,54,初中及以下,其它,已婚,3,本市户口,12000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
42665,D,女,26,初中及以下,其它,已婚,3,本市户口,12000,60,20,无产权,满意,购买,70,两室一厅,多层商品房,京广铁路以东A大道以南,9,自筹,10~20平米
10025,A,女,20,高中（中专）,其它,否,4,本市户口,20000,80,20,部分产权,满意,不买, , , , , , ,10~20平米
52979,E,男,36,高中（中专）,其它,已婚,3,本市户口,20000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
10323,A,女,22,大学（专、本科）,其它,否,3,本市户口,30000,60,20,多层商品房,不满意,不买, , , , , , ,10~20平米
42629,D,男,39,初中及以下,其它,已婚,5,本市户口,30000,100,20,多层商品房,满意,不买, , , , , , ,10~20平米
21452,B,女,25,高中（中专）,其它,否,3,本市户口,50000,60,20,多层商品房,满意,不买, , , , , , ,10~20平米
10073,A,男,20,高中（中专）,行政事业单位,否,1,外地户口,5000,20,20,无产权,不满意,不买, , , , , , ,10~20平米
32000,C,男,29,大学（专、本科）,行政事业单位,已婚,2,外地户口,30000,40,20,无产权,不满意,购买,80,两室两厅,多层商品房,京广铁路以东A大道以南,20,自筹,10~20平米
42605,D,男,38,大学（专、本科）,国营企业,已婚,3,外地户口,16000,60,20,经济适用房,满意,不买, , , , , , ,10~20平米
31953,C,女,40,初中及以下,私营企业,已婚,5,外地户口,6000,100,20,多层商品房,满意,不买, , , , , , ,10~20平米
42624,D,男,33,高中（中专）,私营企业,已婚,2,外地户口,10000,40,20,无产权,满意,购买,50,一室一厅,二手房,京广铁路以东A大道以南,5,自筹,10~20平米
10852,A,男,27,高中（中专）,私营企业,已婚,3,外地户口,20000,60,20,无产权,不满意,不买, , , , , , ,10~20平米
10348,A,男,48,大学（专、本科）,私营企业,已婚,2,外地户口,24000,40,20,无产权,满意,购买,60,一室一厅,高层商品房,京广铁路以东A大道以南,20,申请贷款,10~20平米
10449,A,女,23,初中及以下,私营企业,已婚,3,外地户口,24000,60,20,无产权,满意,购买,80,三室一厅,高层商品房,环城快速路北侧,10,自筹,10~20平米
10447,A,女,36,初中及以下,失业,已婚,4,外地户口,9600,80,20,无产权,满意,不买, , , , , , ,10~20平米
52975,E,男,49,初中及以下,其它,已婚,1,外地户口,6000,20,20,无产权,满意,不买, , , , , , ,10~20平米
21686,B,女,55,初中及以下,其它,已婚,3,外地户口,10000,60,20,无产权,满意,不买, , , , , , ,10~20平米
31891,C,女,33,高中（中专）,其它,已婚,3,外地户口,20000,60,20,无产权,不满意,购买,100,三室一厅,多层商品房,京广铁路以西B路以北,10,申请贷款,10~20平米
10904,A,男,52,大学（专、本科）,行政事业单位,已婚,3,本市户口,28000,61,20.3333333333333,多层商品房,满意,不买, , , , , , ,20~30平米
32139,C,男,36,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,20000,61,20.3333333333333,部分产权,不满意,不买, , , , , , ,20~30平米
11003,A,女,46,大学（专、本科）,国营企业,已婚,5,本市户口,30000,102,20.4,多层商品房,不满意,不买, , , , , , ,20~30平米
21177,B,男,29,大学（专、本科）,行政事业单位,已婚,2,本市户口,25000,41,20.5,无产权,不满意,购买,120,四室二厅双卫,高层商品房,京广铁路以西B路以南,30,自筹,20~30平米
10552,A,女,46,高中（中专）,国营企业,已婚,3,本市户口,9600,62,20.6666666666667,多层商品房,满意,不买, , , , , , ,20~30平米
42882,D,男,32,大学（专、本科）,国营企业,已婚,3,本市户口,15000,62,20.6666666666667,部分产权,不满意,不买, , , , , , ,20~30平米
10716,A,女,38,高中（中专）,国营企业,已婚,3,本市户口,20000,62,20.6666666666667,多层商品房,不满意,不买, , , , , , ,20~30平米
32061,C,男,45,大学（专、本科）,国营企业,已婚,3,本市户口,20000,62,20.6666666666667,部分产权,不满意,不买, , , , , , ,20~30平米
10311,A,男,33,大学（专、本科）,国营企业,已婚,3,本市户口,36000,62,20.6666666666667,多层商品房,不满意,不买, , , , , , ,20~30平米
10030,A,男,35,大学（专、本科）,国营企业,已婚,3,本市户口,50000,62,20.6666666666667,无产权,不满意,不买, , , , , , ,20~30平米
10522,A,男,27,大学（专、本科）,私营企业,已婚,3,本市户口,18000,62,20.6666666666667,无产权,不满意, ,130,三室两厅,多层商品房,甲新区,20,申请贷款,20~30平米
21121,B,男,32,大学（专、本科）,大专院校科研单位,否,3,本市户口,20000,62,20.6666666666667,多层商品房,不满意,购买,100,三室两厅,高层商品房,京广铁路以西B路以南,20,自筹,20~30平米
21137,B,男,36,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,30000,62,20.6666666666667,多层商品房,不满意,购买,100,三室两厅,多层商品房,乙新区,15,申请贷款,20~30平米
10617,A,女,46,初中及以下,失业,已婚,3,本市户口,10000,62,20.6666666666667,多层商品房,不满意,不买, , , , , , ,20~30平米
21587,B,男,38,大学（专、本科）,其它,已婚,3,本市户口,4200,62,20.6666666666667,多层商品房,不满意,不买, , , , , , ,20~30平米
21597,B,女,34,初中及以下,其它,已婚,3,本市户口,5000,62,20.6666666666667,多层商品房,不满意,不买, , , , , , ,20~30平米
21588,B,女,34,大学（专、本科）,其它,已婚,3,本市户口,6000,62,20.6666666666667,部分产权,不满意,不买, , , , , , ,20~30平米
21591,B,女,46,高中（中专）,其它,已婚,3,本市户口,7000,62,20.6666666666667,多层商品房,满意,不买, , , , , , ,20~30平米
10650,A,男,38,大学（专、本科）,行政事业单位,已婚,3,本市户口,20000,62.1,20.7,多层商品房,不满意,不买, , , , , , ,20~30平米
21677,B,男,41,高中（中专）,行政事业单位,否,4,本市户口,12000,83,20.75,无产权,满意,不买, , , , , , ,20~30平米
42830,D,女,37,大学（专、本科）,私营企业,已婚,4,本市户口,10000,83,20.75,多层商品房,满意,不买, , , , , , ,20~30平米
10400,A,男,28,大学（专、本科）,私营企业,已婚,5,本市户口,200000,104,20.8,多层商品房,满意,购买,120,三室两厅,多层商品房,环城快速路东侧,30,自筹,20~30平米
42711,D,男,20,高中（中专）,行政事业单位,已婚,2,本市户口,3000,42,21,无产权,不满意,购买,100,两室一厅,多层商品房,京广铁路以东A大道以南,10,申请贷款,20~30平米
10550,A,男,53,高中（中专）,行政事业单位,已婚,3,本市户口,20000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
21237,B,男,46,高中（中专）,国营企业,已婚,2,本市户口,2600,42,21,多层商品房,不满意,不买, , , , , , ,20~30平米
21595,B,女,44,高中（中专）,国营企业,已婚,3,本市户口,6000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
21593,B,男,38,高中（中专）,国营企业,已婚,3,本市户口,8000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
21524,B,男,47,高中（中专）,国营企业,已婚,3,本市户口,9600,63,21,多层商品房,满意,不买, , , , , , ,20~30平米
42771,D,男,40,高中（中专）,国营企业,已婚,3,本市户口,10000,63,21,经济适用房,不满意,不买, , , , , , ,20~30平米
32422,C,男,29,高中（中专）,国营企业,已婚,2,本市户口,12000,42,21,部分产权,不满意,不买, , , , , , ,20~30平米
21561,B,男,54,大学（专、本科）,国营企业,已婚,2,本市户口,14000,42,21,无产权,不满意,不买, , , , , , ,20~30平米
21533,B,男,50,初中及以下,国营企业,已婚,3,本市户口,16000,63,21,多层商品房,不满意,购买,80,两室两厅,二手房,其它,10,自筹,20~30平米
10703,A,男,40,初中及以下,国营企业,已婚,3,本市户口,18000,63,21,多层商品房,满意,不买, , , , , , ,20~30平米
21447,B,女,50,初中及以下,国营企业,已婚,3,本市户口,20000,63,21,二手房,满意,不买, , , , , , ,20~30平米
10476,A,女,35,高中（中专）,私营企业,已婚,3,本市户口,9600,63,21,无产权,不满意,不买, , , , , , ,20~30平米
21794,B,男,25,高中（中专）,私营企业,否,2,本市户口,10000,42,21,其它,不满意,购买,70,两室一厅,多层商品房,京广铁路以东A大道以南,10,申请贷款,20~30平米
42844,D,女,50,初中及以下,私营企业,已婚,4,本市户口,12000,84,21,多层商品房,满意,不买, , , , , , ,20~30平米
32459,C,男,53,初中及以下,大专院校科研单位,已婚,3,本市户口,12000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
32460,C,女,49,高中（中专）,大专院校科研单位,已婚,3,本市户口,12000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
21132,B,男,40,研究生及以上,大专院校科研单位,已婚,3,本市户口,30000,63,21,多层商品房,不满意,购买,120,四室二厅双卫,多层商品房,乙新区,15,自筹,20~30平米
42548,D,男,31,初中及以下,失业,已婚,2,本市户口,6000,42,21,部分产权,不满意,购买,120,三室两厅,多层商品房,甲新区,20,申请贷款,20~30平米
21589,B,男,42,高中（中专）,其它,已婚,3,本市户口,2400,63,21,多层商品房,满意,不买, , , , , , ,20~30平米
21599,B,女,48,初中及以下,其它,已婚,3,本市户口,8000,63,21,多层商品房,满意,不买, , , , , , ,20~30平米
42857,D,男,53,初中及以下,其它,已婚,2,本市户口,8000,42,21,无产权,不满意,不买, , , , , , ,20~30平米
21598,B,男,45,高中（中专）,其它,已婚,3,本市户口,15000,63,21,多层商品房,不满意,不买, , , , , , ,20~30平米
32188,C,男,22,大学（专、本科）,私营企业,否,1,本市户口,20000,21.1,21.1,无产权,满意,不买, , , , , , ,20~30平米
10620,A,女,55,高中（中专）,国营企业,已婚,4,本市户口,55000,84.5,21.125,多层商品房,不满意,购买,100,三室一厅,多层商品房,环城快速路东侧,20,申请贷款,20~30平米
10175,A,男,48,大学（专、本科）,国营企业,已婚,3,本市户口,18000,63.5,21.1666666666667,无产权,不满意,不买, , , , , , ,20~30平米
10381,A,男,49,大学（专、本科）,行政事业单位,已婚,4,本市户口,10000,85,21.25,多层商品房,满意,购买,80,两室一厅,多层商品房,甲新区,10,申请贷款,20~30平米
32353,C,男,46,高中（中专）,行政事业单位,已婚,4,本市户口,12000,85,21.25,无产权,满意,不买, , , , , , ,20~30平米
10109,A,男,51,高中（中专）,国营企业,已婚,4,本市户口,40000,85,21.25,经济适用房,不满意,不买, , , , , , ,20~30平米
10260,A,男,47,初中及以下,私营企业,已婚,4,本市户口,20000,85,21.25,部分产权,满意,不买, , , , , , ,20~30平米
42828,D,女,26,大学（专、本科）,私营企业,否,4,本市户口,20000,85,21.25,多层商品房,不满意,不买, , , , , , ,20~30平米
42653,D,男,39,大学（专、本科）,私营企业,已婚,4,本市户口,30000,85,21.25,经济适用房,不满意,购买,300,更大户型,别墅,其它,70,申请贷款,20~30平米
31920,C,女,50,初中及以下,其它,已婚,4,本市户口,10000,85,21.25,经济适用房,满意,不买, , , , , , ,20~30平米
42652,D,女,50,初中及以下,其它,已婚,4,本市户口,12000,85,21.25,无产权,不满意,不买, , , , , , ,20~30平米
42658,D,男,38,高中（中专）,其它,已婚,4,本市户口,40000,85,21.25,多层商品房,满意,不买, , , , , , ,20~30平米
10327,A,男,39,高中（中专）,行政事业单位,已婚,3,本市户口,10000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
32354,C,女,42,高中（中专）,行政事业单位,已婚,3,本市户口,12000,64,21.3333333333333,无产权,不满意,不买, , , , , , ,20~30平米
10404,A,男,36,大学（专、本科）,行政事业单位,已婚,3,本市户口,30000,64,21.3333333333333,无产权,不满意,不买, , , , , , ,20~30平米
42560,D,男,55,初中及以下,国营企业,已婚,3,本市户口,3000,64,21.3333333333333,多层商品房,满意,不买, , , , , , ,20~30平米
21236,B,女,45,初中及以下,国营企业,已婚,3,本市户口,5000,64,21.3333333333333,多层商品房,满意,购买,80,两室两厅,多层商品房,乙新区,3,自筹,20~30平米
21229,B,男,44,高中（中专）,国营企业,已婚,3,本市户口,8000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
21230,B,男,44,高中（中专）,国营企业,已婚,3,本市户口,8000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
21226,B,男,47,高中（中专）,国营企业,已婚,3,本市户口,9000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
21224,B,女,48,高中（中专）,国营企业,已婚,3,本市户口,10000,64,21.3333333333333,多层商品房,满意,不买, , , , , , ,20~30平米
21240,B,男,38,高中（中专）,国营企业,已婚,3,本市户口,10000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
21534,B,男,32,高中（中专）,国营企业,已婚,3,本市户口,10000,64,21.3333333333333,多层商品房,满意,不买, , , , , , ,20~30平米
32219,C,男,39,高中（中专）,国营企业,已婚,3,本市户口,10000,64,21.3333333333333,无产权,不满意,购买,100,三室一厅,多层商品房,京广铁路以西B路以南,9,申请贷款,20~30平米
10711,A,女,35,初中及以下,国营企业,已婚,3,本市户口,15000,64,21.3333333333333,多层商品房,不满意,不买, , , , , , ,20~30平米
10817,A,女,50,高中（中专）,国营企业,否,3,本市户口,20000,64,21.3333333333333,多层商品房,满意,不买, , , , , , ,20~30平米
32424,C,男,34,高中（中专）,国营企业,已婚,3,本市户口,20000,64,21.3333333333333,部分产权,不满意,不买, , , , , , ,20~30平米
